driver_id,vehicle_id,age,driving_experience_yr,past_claims,traffic_violations,vehicle_type,vehicle_age_yr,engine_cc,avg_speed_kmh,harsh_braking_per100km,rapid_accel_per100km,cornering_force_avg_g,speeding_pct,night_driving_pct,total_trips,avg_trip_km,trip_completeness_pct,unverified_trips,days_since_policy_start,onboarding_phase,risk_score,risk_category,risk_label
DRV1367,VEH1367,35,14,2,0,Hatchback,10,800,80.2,2.12,15.21,0.209,13.9,38.1,13,3.2,86.8,12,9,0,0.4848,Medium Risk,1
DRV1368,VEH1368,54,34,2,1,Hatchback,14,1200,85.6,11.18,8.3,0.191,1.6,32.2,38,7.4,77.1,11,277,1,0.4958,Medium Risk,1
DRV1369,VEH1369,52,27,3,2,SUV,10,800,46.1,1.92,2.44,0.17,5.8,1.0,63,13.6,49.1,3,315,1,0.6859,High Risk,2
DRV1370,VEH1370,39,13,3,0,SUV,5,800,75.7,1.1,11.68,0.443,2.2,3.4,109,15.7,64.4,9,233,1,0.3874,Medium Risk,1
DRV1371,VEH1371,55,29,3,2,SUV,7,800,80.9,12.66,9.76,0.223,6.1,10.8,117,53.0,59.8,5,301,1,0.8147,High Risk,2
DRV1372,VEH1372,26,6,3,0,Hatchback,5,800,60.9,12.7,9.17,0.467,4.9,39.3,119,21.9,61.5,6,303,1,0.5732,Medium Risk,1
DRV1373,VEH1373,60,16,3,1,SUV,4,800,34.0,10.06,15.88,0.323,16.6,3.5,41,7.8,54.5,4,42,0,0.7417,High Risk,2
DRV1374,VEH1374,34,0,0,0,Van,11,1500,29.0,4.0,15.86,0.474,25.7,7.4,100,19.5,95.4,6,318,1,0.4878,Medium Risk,1
DRV1375,VEH1375,19,0,0,1,Hatchback,4,1200,69.2,4.27,10.0,0.222,42.2,15.2,21,11.9,98.1,0,69,0,0.46,Medium Risk,1
DRV1376,VEH1376,38,17,1,1,Two-Wheeler,6,200,44.6,6.78,11.09,0.115,21.9,37.7,53,17.8,73.3,5,73,0,0.4601,Medium Risk,1
DRV1377,VEH1377,26,6,0,0,Hatchback,6,1400,34.5,1.88,5.89,0.358,37.3,42.3,116,23.1,53.5,7,290,1,0.7613,High Risk,2
DRV1378,VEH1378,32,4,0,0,Sedan,2,1500,72.3,3.77,2.33,0.167,20.8,13.9,46,45.5,75.2,13,107,1,0.2694,Low Risk,0
DRV1379,VEH1379,56,36,0,0,Sedan,6,1200,40.9,3.72,3.44,0.137,9.9,11.8,43,33.8,67.7,4,107,1,0.2051,Low Risk,0
DRV1380,VEH1380,52,8,3,0,Two-Wheeler,14,200,86.8,9.26,10.52,0.428,9.1,16.2,91,33.7,76.5,7,37,0,0.5422,Medium Risk,1
DRV1381,VEH1381,29,8,1,1,Sedan,0,1000,86.8,16.69,11.17,0.412,14.7,46.1,104,41.8,58.8,10,125,1,0.6843,High Risk,2
DRV1382,VEH1382,53,23,2,1,SUV,11,1000,78.3,14.91,13.25,0.058,30.6,33.8,115,15.4,49.7,7,252,1,0.74,High Risk,2
DRV1383,VEH1383,32,9,1,0,Hatchback,12,1400,37.7,14.12,3.66,0.316,19.2,35.9,15,4.1,69.1,1,68,0,0.485,Medium Risk,1
DRV1384,VEH1384,55,18,2,0,Van,8,2000,40.5,16.85,6.37,0.147,40.7,47.0,25,29.3,69.3,3,179,1,0.61,Medium Risk,1
DRV1385,VEH1385,54,18,0,1,SUV,6,1400,58.4,10.29,7.26,0.275,38.3,22.1,108,20.7,49.5,0,115,1,0.6994,High Risk,2
DRV1386,VEH1386,22,0,3,0,Hatchback,6,1000,63.1,1.95,3.14,0.294,9.5,44.6,103,39.4,88.7,8,240,1,0.3591,Medium Risk,1
DRV1387,VEH1387,30,8,1,0,Two-Wheeler,2,125,30.6,3.16,4.22,0.086,33.7,38.9,109,4.8,47.8,11,199,1,0.6774,High Risk,2
DRV1388,VEH1388,27,0,2,0,Two-Wheeler,1,100,55.1,9.46,10.9,0.515,7.5,6.9,25,19.1,66.5,2,188,1,0.4757,Medium Risk,1
DRV1389,VEH1389,52,29,1,0,SUV,13,2000,66.0,16.4,2.87,0.241,26.0,5.1,117,19.2,48.2,5,255,1,0.8303,High Risk,2
DRV1390,VEH1390,59,23,0,0,SUV,7,800,56.4,8.12,1.67,0.397,28.0,12.7,66,33.8,54.7,10,296,1,0.8249,High Risk,2
DRV1391,VEH1391,38,18,1,0,Hatchback,1,1400,45.2,11.43,11.35,0.353,17.2,12.1,55,45.2,68.9,5,106,1,0.4834,Medium Risk,1
DRV1392,VEH1392,56,16,0,0,Hatchback,7,1200,77.4,3.97,10.3,0.118,36.1,28.1,108,12.9,54.5,13,19,0,0.734,High Risk,2
DRV1393,VEH1393,36,9,2,1,Hatchback,6,800,59.2,17.02,8.09,0.051,20.4,4.4,21,48.9,90.2,13,160,1,0.5007,Medium Risk,1
DRV1394,VEH1394,32,4,1,1,SUV,3,1500,40.3,17.85,12.25,0.131,8.6,39.6,87,36.9,76.0,1,217,1,0.5578,Medium Risk,1
DRV1395,VEH1395,48,11,1,0,Van,8,1800,88.7,0.53,4.81,0.458,1.1,40.9,69,46.7,73.6,13,364,1,0.3663,Medium Risk,1
DRV1396,VEH1396,49,3,1,1,Van,13,800,30.5,15.2,12.99,0.171,34.5,38.5,114,51.1,79.6,8,190,1,0.6508,High Risk,2
DRV1397,VEH1397,43,0,1,0,Sedan,4,800,53.9,7.08,8.94,0.309,19.2,31.7,113,47.1,51.1,15,203,1,0.7717,High Risk,2
DRV1398,VEH1398,50,30,1,0,Hatchback,10,1200,35.1,2.44,13.96,0.17,16.9,32.3,96,52.5,97.9,4,297,1,0.4015,Medium Risk,1
DRV1399,VEH1399,57,36,3,0,Sedan,15,1200,64.4,4.72,14.29,0.496,34.5,25.1,47,21.4,41.7,10,110,1,0.796,High Risk,2
DRV1400,VEH1400,54,20,0,1,Two-Wheeler,11,200,64.1,2.59,10.58,0.24,40.2,16.0,47,54.2,44.9,6,143,1,0.674,High Risk,2
DRV1401,VEH1401,42,2,0,1,SUV,4,1000,74.3,8.72,4.14,0.449,33.5,46.0,69,26.3,90.9,13,203,1,0.5642,Medium Risk,1
DRV1402,VEH1402,25,3,2,1,Two-Wheeler,4,110,62.2,15.01,3.03,0.428,22.6,6.8,64,15.5,72.3,5,331,1,0.5217,Medium Risk,1
DRV1403,VEH1403,38,2,0,0,Sedan,15,800,57.9,8.31,7.87,0.379,22.2,20.6,110,12.8,77.7,0,238,1,0.461,Medium Risk,1
DRV1404,VEH1404,46,22,0,1,Sedan,1,1400,57.3,12.42,2.44,0.472,25.4,37.4,119,8.7,46.6,15,330,1,0.6537,High Risk,2
DRV1405,VEH1405,61,39,0,2,Two-Wheeler,4,200,94.2,5.3,5.43,0.495,2.3,49.9,81,12.9,42.7,14,84,0,0.7985,High Risk,2
DRV1406,VEH1406,46,3,0,1,SUV,14,1400,52.8,2.34,8.22,0.29,35.1,8.8,27,9.2,76.7,10,300,1,0.4196,Medium Risk,1
DRV1407,VEH1407,57,27,0,0,Van,8,1500,60.5,17.97,6.92,0.438,43.2,7.8,15,54.8,57.0,11,197,1,0.8483,High Risk,2
DRV1408,VEH1408,43,3,2,1,SUV,3,800,82.5,14.21,11.57,0.36,15.5,39.2,105,40.0,83.9,0,96,1,0.6371,High Risk,2
DRV1409,VEH1409,49,26,2,0,Van,5,1800,34.2,14.05,5.27,0.42,25.4,7.6,28,36.7,47.5,2,41,0,0.8004,High Risk,2
DRV1410,VEH1410,34,0,0,1,Sedan,11,1400,82.8,7.1,7.62,0.109,33.5,39.5,12,40.0,55.0,1,170,1,0.7346,High Risk,2
DRV1411,VEH1411,38,15,1,0,Sedan,6,1400,76.1,9.18,13.48,0.351,13.6,45.9,61,17.7,61.9,11,186,1,0.5759,Medium Risk,1
DRV1412,VEH1412,19,0,0,0,Sedan,10,2000,69.9,6.43,9.89,0.483,36.0,49.5,77,25.5,50.6,8,86,0,0.8261,High Risk,2
DRV1413,VEH1413,35,14,0,2,Sedan,15,1000,42.3,10.27,1.81,0.447,22.4,10.0,114,16.3,77.8,4,288,1,0.4585,Medium Risk,1
DRV1414,VEH1414,36,16,0,0,Hatchback,15,1400,87.0,2.98,1.2,0.407,13.7,32.8,117,22.0,94.6,14,1,0,0.3649,Medium Risk,1
DRV1415,VEH1415,45,7,2,0,Hatchback,0,1200,35.3,14.85,10.09,0.253,28.9,0.9,99,43.6,75.8,12,254,1,0.5169,Medium Risk,1
DRV1416,VEH1416,46,12,3,1,Hatchback,7,1500,30.2,17.55,1.28,0.092,43.2,38.2,38,49.5,56.2,8,286,1,0.7632,High Risk,2
DRV1417,VEH1417,29,0,2,2,Sedan,15,800,64.3,7.44,11.7,0.234,24.4,29.6,25,52.6,52.9,8,92,1,0.8178,High Risk,2
DRV1418,VEH1418,55,15,2,2,Van,6,1000,63.4,15.16,8.16,0.432,28.4,5.8,89,21.9,50.7,1,211,1,0.8234,High Risk,2
DRV1419,VEH1419,29,9,0,0,Hatchback,4,1500,49.1,9.3,15.61,0.4,22.7,37.0,58,6.6,59.6,9,224,1,0.8033,High Risk,2
DRV1420,VEH1420,51,26,3,1,Sedan,5,1400,49.3,2.19,15.03,0.51,30.5,42.5,31,26.7,48.9,6,303,1,0.7122,High Risk,2
DRV1421,VEH1421,48,27,1,1,Two-Wheeler,5,125,52.5,8.0,12.71,0.433,29.8,14.6,72,11.7,42.9,9,62,0,0.7706,High Risk,2
DRV1422,VEH1422,19,0,0,1,Sedan,12,1400,48.1,2.36,11.68,0.195,40.8,47.2,67,28.0,93.0,14,99,1,0.5265,Medium Risk,1
DRV1423,VEH1423,39,18,0,0,Hatchback,11,1000,50.5,4.0,7.52,0.301,19.0,11.7,80,25.6,57.9,11,327,1,0.7163,High Risk,2
DRV1424,VEH1424,29,0,0,1,Hatchback,2,800,76.9,7.65,2.85,0.384,4.9,29.0,85,24.2,94.7,7,363,1,0.3794,Medium Risk,1
DRV1425,VEH1425,57,17,0,1,Hatchback,0,1800,32.7,4.72,13.85,0.478,26.9,16.1,68,51.2,41.2,1,71,0,0.8367,High Risk,2
DRV1426,VEH1426,19,0,3,0,Hatchback,13,1800,80.5,13.0,9.78,0.112,36.1,16.3,51,10.7,93.6,1,364,1,0.5689,Medium Risk,1
DRV1427,VEH1427,29,3,0,1,Sedan,8,1400,38.0,7.48,13.01,0.345,44.9,9.3,98,10.7,90.0,1,130,1,0.5499,Medium Risk,1
DRV1428,VEH1428,30,11,1,0,Sedan,3,800,63.7,15.13,1.76,0.238,10.2,46.9,24,52.5,50.7,0,30,0,0.6773,High Risk,2
DRV1429,VEH1429,48,16,3,2,Sedan,8,1200,48.8,5.3,7.25,0.051,7.4,27.4,95,24.5,44.5,13,262,1,0.6946,High Risk,2
DRV1430,VEH1430,19,0,0,1,Two-Wheeler,1,160,52.0,11.35,3.21,0.386,7.2,49.9,32,5.9,45.4,1,76,0,0.6929,High Risk,2
DRV1431,VEH1431,47,3,1,2,Sedan,0,1500,70.4,17.59,8.85,0.514,14.3,44.5,36,24.6,60.2,1,190,1,0.691,High Risk,2
DRV1432,VEH1432,56,25,1,1,Hatchback,14,1400,30.7,16.32,6.28,0.341,30.4,46.7,102,19.0,46.6,1,90,0,0.6907,High Risk,2
DRV1433,VEH1433,30,0,1,0,SUV,12,2000,43.8,16.97,14.95,0.407,15.4,11.8,62,42.4,80.2,8,251,1,0.6247,High Risk,2
DRV1434,VEH1434,52,6,0,0,SUV,15,1200,70.5,13.34,10.97,0.17,20.7,4.9,17,32.0,90.6,3,11,0,0.4773,Medium Risk,1
DRV1435,VEH1435,61,41,2,2,Sedan,0,1000,43.4,0.78,5.25,0.463,34.2,13.2,86,24.6,97.7,1,245,1,0.4314,Medium Risk,1
DRV1436,VEH1436,30,8,0,1,Two-Wheeler,3,150,42.3,13.51,2.44,0.436,6.8,42.2,108,54.9,80.6,15,124,1,0.4802,Medium Risk,1
DRV1437,VEH1437,39,2,0,0,Hatchback,9,1500,55.1,2.28,10.34,0.216,16.4,12.0,48,26.9,87.8,12,87,0,0.336,Low Risk,0
DRV1438,VEH1438,48,1,0,1,Sedan,6,2000,73.8,10.07,3.78,0.247,12.8,6.4,40,38.0,76.4,4,28,0,0.3649,Medium Risk,1
DRV1439,VEH1439,20,0,0,1,SUV,9,1800,62.9,5.19,14.63,0.525,14.7,6.6,83,49.4,56.1,12,212,1,0.755,High Risk,2
DRV1440,VEH1440,39,5,1,1,Sedan,6,1500,84.9,13.81,3.63,0.445,19.7,8.0,77,9.6,40.5,5,335,1,0.7241,High Risk,2
DRV1441,VEH1441,52,13,1,0,Hatchback,6,1800,35.5,3.02,2.04,0.199,32.9,24.5,65,28.2,52.1,2,161,1,0.6865,High Risk,2
DRV1442,VEH1442,58,37,0,0,Van,10,1400,34.5,14.9,0.92,0.325,13.4,41.9,42,16.0,55.5,7,91,1,0.6584,High Risk,2
DRV1443,VEH1443,49,26,2,1,Hatchback,15,1800,88.1,15.49,6.16,0.544,7.5,2.5,82,4.1,57.3,8,258,1,0.6695,High Risk,2
DRV1444,VEH1444,53,31,0,2,Van,8,1200,59.0,7.63,8.03,0.202,5.2,46.3,57,48.7,99.3,3,28,0,0.4418,Medium Risk,1
DRV1445,VEH1445,35,0,0,1,Sedan,1,2000,71.8,1.63,7.27,0.451,31.6,24.7,51,6.8,98.6,2,6,0,0.4418,Medium Risk,1
DRV1446,VEH1446,19,0,0,0,SUV,1,1200,65.4,4.09,3.63,0.345,28.3,29.1,51,20.4,90.8,1,248,1,0.3687,Medium Risk,1
DRV1447,VEH1447,46,6,1,1,SUV,1,1800,46.8,5.61,5.48,0.387,37.1,38.6,83,33.1,64.8,11,321,1,0.509,Medium Risk,1
DRV1448,VEH1448,55,32,2,1,Two-Wheeler,14,100,78.1,1.18,9.57,0.512,29.5,40.2,70,53.5,49.7,11,195,1,0.7533,High Risk,2
DRV1449,VEH1449,18,0,2,0,Hatchback,7,1400,66.0,10.98,10.36,0.419,31.1,17.9,75,26.0,68.9,13,257,1,0.5975,Medium Risk,1
DRV1450,VEH1450,48,8,1,1,Hatchback,12,1500,50.9,2.32,6.61,0.389,6.1,45.9,32,34.9,60.7,4,153,1,0.409,Medium Risk,1
DRV1451,VEH1451,58,7,0,0,Van,0,1500,64.9,5.71,10.61,0.233,2.7,43.8,36,54.5,67.4,6,285,1,0.3848,Medium Risk,1
DRV1452,VEH1452,52,9,0,1,Hatchback,9,1000,66.8,0.61,11.39,0.385,39.6,21.3,52,32.8,95.9,1,152,1,0.4885,Medium Risk,1
DRV1453,VEH1453,34,15,0,0,Hatchback,0,800,32.9,8.36,1.85,0.13,22.7,43.5,10,41.6,75.9,12,344,1,0.3408,Low Risk,0
DRV1454,VEH1454,20,1,0,2,Van,3,1000,84.9,2.87,10.39,0.392,11.0,44.1,117,34.6,51.1,5,204,1,0.7631,High Risk,2
DRV1455,VEH1455,34,5,1,0,Hatchback,11,2000,47.5,17.08,2.15,0.328,17.2,27.8,60,43.0,94.7,13,73,0,0.5059,Medium Risk,1
DRV1456,VEH1456,30,7,0,0,Hatchback,0,1200,39.6,17.63,12.73,0.176,34.6,8.9,53,15.2,58.0,8,319,1,0.7425,High Risk,2
DRV1457,VEH1457,31,8,2,1,Sedan,13,1000,78.0,11.82,12.63,0.102,14.2,12.2,79,14.8,73.9,12,182,1,0.5238,Medium Risk,1
DRV1458,VEH1458,61,10,1,1,Van,12,1500,76.2,8.92,3.62,0.35,8.1,8.8,20,30.4,50.1,10,296,1,0.7867,High Risk,2
DRV1459,VEH1459,55,3,0,0,SUV,9,800,30.6,9.47,12.21,0.281,36.3,4.5,38,42.0,51.0,3,296,1,0.7592,High Risk,2
DRV1460,VEH1460,54,5,0,0,Hatchback,1,1000,57.0,1.28,4.67,0.296,44.5,40.4,46,53.9,49.7,15,361,1,0.7407,High Risk,2
DRV1461,VEH1461,57,23,1,0,Sedan,2,1400,43.7,8.23,11.03,0.298,29.7,4.2,10,53.8,75.7,6,224,1,0.4537,Medium Risk,1
DRV1462,VEH1462,49,6,1,0,SUV,2,800,63.5,14.94,10.2,0.073,21.6,32.1,111,30.7,62.5,11,29,0,0.5153,Medium Risk,1
DRV1463,VEH1463,52,30,1,1,Hatchback,11,1500,54.3,12.42,9.42,0.351,42.0,18.6,58,31.1,81.1,1,338,1,0.6153,Medium Risk,1
DRV1464,VEH1464,57,14,2,1,Hatchback,11,1500,45.2,15.32,9.6,0.405,6.6,25.6,56,39.9,72.8,8,137,1,0.5827,Medium Risk,1
DRV1465,VEH1465,60,8,0,1,Two-Wheeler,8,160,77.9,11.99,15.73,0.413,12.7,23.7,38,29.9,54.8,9,168,1,0.7318,High Risk,2
DRV1466,VEH1466,20,0,2,2,Hatchback,3,1200,44.2,13.09,9.7,0.393,28.3,32.5,68,44.5,72.8,12,145,1,0.6531,High Risk,2
DRV1467,VEH1467,29,9,0,0,Sedan,5,1800,30.9,11.29,5.69,0.388,1.4,8.5,57,14.5,87.6,4,37,0,0.347,Low Risk,0
DRV1468,VEH1468,46,10,0,0,SUV,13,1500,94.3,13.73,12.87,0.127,24.2,18.8,114,19.1,55.6,12,318,1,0.6919,High Risk,2
DRV1469,VEH1469,56,15,1,2,Sedan,5,1800,82.2,3.38,10.15,0.143,15.3,26.6,62,27.7,87.6,12,97,1,0.4318,Medium Risk,1
DRV1470,VEH1470,29,9,3,0,Two-Wheeler,10,125,68.7,3.75,0.95,0.286,35.3,31.8,87,49.6,55.2,13,103,1,0.678,High Risk,2
DRV1471,VEH1471,22,3,0,0,Hatchback,11,1400,78.3,2.53,5.43,0.311,13.4,39.7,87,37.5,44.5,3,145,1,0.8424,High Risk,2
DRV1472,VEH1472,20,0,3,0,Two-Wheeler,9,160,82.9,7.53,6.11,0.359,39.3,33.8,117,11.2,49.6,0,150,1,0.8273,High Risk,2
DRV1473,VEH1473,21,0,0,2,Hatchback,5,1500,62.9,3.34,4.21,0.508,6.1,27.4,118,22.8,50.6,7,247,1,0.6829,High Risk,2
DRV1474,VEH1474,52,23,1,0,Sedan,8,1800,69.5,13.87,13.15,0.493,29.9,37.3,87,45.5,67.1,12,195,1,0.7058,High Risk,2
DRV1475,VEH1475,22,3,0,0,Hatchback,2,1800,32.0,17.67,4.38,0.393,18.8,15.1,119,27.8,63.8,8,365,1,0.4829,Medium Risk,1
DRV1476,VEH1476,60,18,0,0,SUV,12,1500,79.2,0.65,11.7,0.371,42.2,23.3,23,33.4,58.3,6,150,1,0.7973,High Risk,2
DRV1477,VEH1477,57,25,3,1,Sedan,0,1500,34.3,5.15,8.92,0.229,39.5,6.6,55,21.7,94.9,4,313,1,0.4557,Medium Risk,1
DRV1478,VEH1478,44,11,0,0,Two-Wheeler,14,110,89.0,16.77,1.23,0.343,21.2,39.6,42,36.7,91.0,6,73,0,0.5437,Medium Risk,1
DRV1479,VEH1479,22,0,0,0,SUV,8,1000,88.9,9.29,11.16,0.354,42.9,48.9,82,24.9,99.8,8,99,1,0.6486,High Risk,2
DRV1480,VEH1480,61,18,0,0,SUV,9,1200,52.2,16.55,9.06,0.095,28.3,49.0,95,17.1,62.5,3,20,0,0.5625,Medium Risk,1
DRV1481,VEH1481,28,0,0,2,Hatchback,9,1500,66.9,10.29,9.07,0.447,38.7,31.6,74,24.7,69.5,3,334,1,0.6429,High Risk,2
DRV1482,VEH1482,38,11,1,0,Two-Wheeler,8,160,74.1,8.71,14.24,0.347,40.7,32.9,12,22.7,83.7,6,160,1,0.6378,High Risk,2
DRV1483,VEH1483,55,11,0,0,Sedan,3,1000,74.6,1.12,1.19,0.385,14.8,40.7,45,39.1,64.9,7,325,1,0.3129,Low Risk,0
DRV1484,VEH1484,46,9,1,0,Hatchback,12,1800,34.8,14.95,12.21,0.323,21.8,41.9,34,47.2,73.6,11,292,1,0.6251,High Risk,2
DRV1485,VEH1485,29,3,1,0,Van,9,1000,43.3,3.69,2.89,0.465,22.7,18.3,69,44.8,67.0,12,41,0,0.3788,Medium Risk,1
DRV1486,VEH1486,23,1,0,1,Hatchback,3,1200,45.6,1.26,12.46,0.35,29.6,37.2,22,42.9,90.3,11,177,1,0.4829,Medium Risk,1
DRV1487,VEH1487,19,0,3,1,Van,7,800,66.8,1.24,9.51,0.42,35.8,18.8,106,46.5,79.9,14,39,0,0.5302,Medium Risk,1
DRV1488,VEH1488,51,18,1,2,Van,12,2000,29.5,10.22,15.36,0.126,31.8,12.8,74,50.2,80.0,5,211,1,0.5621,Medium Risk,1
DRV1489,VEH1489,32,4,0,1,Sedan,6,800,91.1,16.28,1.09,0.102,12.6,33.0,59,27.4,74.6,7,347,1,0.4405,Medium Risk,1
DRV1490,VEH1490,56,29,2,0,SUV,12,800,43.2,9.33,6.72,0.133,23.3,1.4,93,5.2,49.9,13,328,1,0.842,High Risk,2
DRV1491,VEH1491,57,8,0,0,Sedan,14,2000,49.6,12.02,9.03,0.545,28.5,34.8,92,54.7,91.1,6,40,0,0.6139,Medium Risk,1
DRV1492,VEH1492,24,5,0,1,Hatchback,3,1200,74.8,10.16,13.54,0.533,2.1,43.4,70,33.7,42.1,11,173,1,0.7859,High Risk,2
DRV1493,VEH1493,48,6,3,0,Hatchback,11,1000,35.9,7.56,10.08,0.531,9.6,41.5,108,50.9,62.3,14,114,1,0.5622,Medium Risk,1
DRV1494,VEH1494,23,3,0,0,Hatchback,6,1400,45.4,8.45,6.3,0.438,17.2,26.1,80,28.1,44.8,7,246,1,0.8476,High Risk,2
DRV1495,VEH1495,44,18,2,0,Hatchback,11,2000,29.3,13.38,3.09,0.132,6.6,17.4,105,23.0,70.9,6,223,1,0.3554,Medium Risk,1
DRV1496,VEH1496,52,8,1,2,Hatchback,15,1000,66.5,11.74,4.5,0.378,13.1,10.6,103,36.6,52.2,10,328,1,0.6846,High Risk,2
DRV1497,VEH1497,36,16,0,0,Van,13,1500,40.9,3.41,7.59,0.137,9.2,0.3,99,42.4,54.3,3,50,0,0.8048,High Risk,2
DRV1498,VEH1498,42,2,0,0,Two-Wheeler,10,110,51.6,7.96,9.74,0.502,36.1,13.0,17,27.9,65.0,4,65,0,0.5331,Medium Risk,1
DRV1499,VEH1499,47,7,0,1,Hatchback,0,1800,33.7,10.49,13.57,0.266,27.2,4.6,31,15.3,42.6,2,268,1,0.7819,High Risk,2
DRV1500,VEH1500,58,30,1,0,Van,1,2000,68.2,4.27,9.95,0.244,27.0,14.5,102,36.9,81.0,15,28,0,0.4183,Medium Risk,1
DRV1501,VEH1501,20,1,3,0,SUV,2,1000,46.9,2.06,6.62,0.187,21.4,37.4,56,30.5,64.8,12,185,1,0.3809,Medium Risk,1
DRV1502,VEH1502,24,1,1,1,Hatchback,0,800,93.1,16.9,14.68,0.293,17.1,43.4,31,23.9,89.5,12,314,1,0.7017,High Risk,2
DRV1503,VEH1503,36,16,3,2,Two-Wheeler,0,100,62.2,17.02,1.28,0.453,14.7,33.7,30,19.0,90.4,6,296,1,0.5959,Medium Risk,1
DRV1504,VEH1504,36,6,0,1,SUV,6,1000,63.3,13.79,2.26,0.284,14.4,34.7,36,11.6,90.9,13,78,0,0.4695,Medium Risk,1
DRV1505,VEH1505,43,3,0,1,Hatchback,14,2000,76.6,1.38,13.56,0.478,20.9,5.1,88,25.0,68.8,4,227,1,0.4742,Medium Risk,1
DRV1506,VEH1506,56,13,1,0,Van,13,1200,45.9,3.18,8.98,0.068,14.0,49.7,80,32.4,91.0,1,147,1,0.3619,Medium Risk,1
DRV1507,VEH1507,36,2,3,2,Van,15,1200,80.9,7.71,9.93,0.373,11.1,0.8,35,5.2,63.0,12,119,1,0.5318,Medium Risk,1
DRV1508,VEH1508,41,8,0,0,Sedan,6,1800,78.0,3.97,1.26,0.325,21.9,30.2,26,46.9,73.4,8,316,1,0.3447,Low Risk,0
DRV1509,VEH1509,40,4,1,1,Hatchback,2,1000,67.8,15.55,4.16,0.516,8.4,10.6,14,39.6,51.8,8,143,1,0.7731,High Risk,2
DRV1510,VEH1510,36,0,0,0,SUV,7,1400,35.6,5.45,2.96,0.229,23.3,48.7,16,27.1,48.3,1,74,0,0.6526,High Risk,2
DRV1511,VEH1511,24,4,1,1,Sedan,6,800,87.3,3.67,15.87,0.429,35.7,18.4,80,40.3,97.8,11,156,1,0.6088,Medium Risk,1
DRV1512,VEH1512,35,10,0,0,Sedan,13,1500,33.2,9.22,4.12,0.444,7.3,47.0,22,7.7,52.4,3,225,1,0.7839,High Risk,2
DRV1513,VEH1513,34,6,1,0,Sedan,2,800,71.9,11.17,1.13,0.494,0.6,6.7,47,17.1,93.9,0,121,1,0.3528,Medium Risk,1
DRV1514,VEH1514,26,5,3,0,Hatchback,11,800,40.4,10.23,10.0,0.237,0.0,30.0,62,29.0,56.2,9,32,0,0.746,High Risk,2
DRV1515,VEH1515,22,0,0,0,SUV,8,1400,72.7,12.85,13.69,0.403,22.2,7.7,37,21.7,80.3,6,278,1,0.5677,Medium Risk,1
DRV1516,VEH1516,41,7,0,0,Hatchback,8,2000,87.0,3.2,7.51,0.097,23.4,24.4,72,10.4,88.0,6,264,1,0.3449,Low Risk,0
DRV1517,VEH1517,40,8,1,0,Hatchback,7,1800,84.5,13.56,13.49,0.366,37.3,5.7,41,50.2,99.0,5,126,1,0.6325,High Risk,2
DRV1518,VEH1518,36,15,1,0,SUV,10,1500,54.7,2.9,2.12,0.224,4.3,49.1,73,43.1,59.1,6,144,1,0.8105,High Risk,2
DRV1519,VEH1519,32,11,0,1,Sedan,2,1800,77.6,6.47,3.44,0.13,5.4,46.0,18,43.3,49.2,4,111,1,0.8414,High Risk,2
DRV1520,VEH1520,48,0,0,0,Two-Wheeler,10,150,94.0,8.06,2.73,0.347,41.5,25.2,32,46.1,67.8,1,47,0,0.4832,Medium Risk,1
DRV1521,VEH1521,59,1,1,2,Two-Wheeler,7,160,41.2,1.18,8.5,0.496,23.6,26.2,31,25.5,93.7,11,130,1,0.4816,Medium Risk,1
DRV1522,VEH1522,61,36,1,0,Sedan,4,1000,80.1,17.17,1.05,0.442,15.2,47.6,52,55.0,82.5,14,348,1,0.5703,Medium Risk,1
DRV1523,VEH1523,46,4,2,2,Two-Wheeler,6,150,67.8,2.23,10.76,0.476,18.0,40.0,81,31.1,84.5,11,143,1,0.5578,Medium Risk,1
DRV1524,VEH1524,53,4,0,1,Hatchback,3,2000,43.2,6.66,12.36,0.297,32.6,39.3,91,33.8,68.0,13,300,1,0.5484,Medium Risk,1
DRV1525,VEH1525,27,5,0,0,Van,9,1500,83.9,9.59,2.92,0.178,35.7,41.6,45,48.3,84.0,2,217,1,0.4632,Medium Risk,1
DRV1526,VEH1526,61,38,1,0,Hatchback,14,1400,80.4,2.49,10.55,0.455,8.4,39.3,97,15.0,78.9,3,245,1,0.4676,Medium Risk,1
DRV1527,VEH1527,37,2,3,0,Two-Wheeler,10,150,90.9,8.36,8.01,0.417,13.1,36.6,19,5.5,95.5,4,32,0,0.5452,Medium Risk,1
DRV1528,VEH1528,25,5,0,0,SUV,11,2000,34.7,1.16,1.14,0.128,22.2,18.0,32,10.6,89.2,2,285,1,0.2016,Low Risk,0
DRV1529,VEH1529,33,6,1,0,Sedan,6,1500,53.0,14.85,1.13,0.516,33.8,14.8,118,4.8,66.0,10,263,1,0.5379,Medium Risk,1
DRV1530,VEH1530,47,3,0,1,Sedan,9,800,54.9,5.55,4.68,0.327,13.7,27.9,17,46.9,86.9,11,159,1,0.3889,Medium Risk,1
DRV1531,VEH1531,50,3,0,1,Sedan,14,1000,43.0,15.8,6.58,0.194,27.7,34.5,73,39.0,76.1,2,10,0,0.5482,Medium Risk,1
DRV1532,VEH1532,61,10,0,0,Sedan,13,1800,57.3,15.25,2.93,0.476,35.6,14.7,116,19.4,49.8,2,261,1,0.668,High Risk,2
